amount,velocity,failed_attempts,is_fraud,hour,day_of_week,currency_EUR,currency_INR,currency_USD,transactionType_PAYMENT,transactionType_TRANSFER,transactionType_WITHDRAW,channel_ATM,channel_CARD,channel_MOBILE,channel_NETBANKING,status_PENDING,status_SUCCESS
10457,5,2,1,21,0,1,0,0,0,0,1,0,0,0,1,1,0
155797,5,4,1,9,5,0,0,1,1,0,0,1,0,0,0,1,0
59281,4,4,1,14,2,1,0,0,0,1,0,0,0,0,1,1,0
966,6,0,1,14,6,0,1,0,0,0,1,0,0,0,1,1,0
14877,0,1,0,4,5,1,0,0,0,0,1,1,0,0,0,0,1
10870,0,4,1,6,1,0,0,1,0,1,0,0,1,0,0,1,0
16335,0,1,0,7,6,0,1,0,1,0,0,1,0,0,0,0,1
184267,6,2,1,3,4,0,1,0,1,0,0,0,0,1,0,1,0
116000,4,0,1,22,4,0,1,0,1,0,0,1,0,0,0,1,0
183263,4,3,1,13,5,0,1,0,0,0,1,1,0,0,0,1,0
9753,1,3,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0
9916,3,4,1,18,2,0,0,1,0,1,0,0,1,0,0,1,0
3869,1,2,1,18,6,0,1,0,0,1,0,1,0,0,0,1,0
67741,0,3,1,18,2,1,0,0,0,1,0,0,0,1,0,1,0
3766,5,0,1,23,4,0,0,1,0,0,1,0,0,1,0,1,0
7324,5,4,1,9,5,1,0,0,0,0,1,0,0,0,1,1,0
10956,2,4,1,21,3,0,1,0,1,0,0,0,1,0,0,1,0
10661,1,1,0,14,5,0,1,0,1,0,0,1,0,0,0,0,1
4861,4,1,1,7,2,1,0,0,1,0,0,1,0,0,0,1,0
238,3,0,0,19,2,0,0,1,0,0,1,0,0,0,1,0,1
110705,3,0,1,7,0,0,1,0,1,0,0,0,0,1,0,1,0
3665,1,1,0,7,6,0,1,0,1,0,0,0,0,1,0,0,1
3067,5,0,1,16,5,0,1,0,0,1,0,1,0,0,0,1,0
6193,4,3,1,3,0,0,1,0,1,0,0,1,0,0,0,1,0
905,1,1,0,2,2,0,1,0,1,0,0,0,0,1,0,0,1
14096,1,0,0,19,6,0,1,0,0,0,1,0,0,0,1,0,1
103975,1,4,1,17,1,0,1,0,0,0,1,0,0,0,1,1,0
79694,2,0,1,18,5,0,1,0,0,0,1,0,1,0,0,1,0
2870,5,0,1,3,5,0,1,0,1,0,0,0,0,1,0,1,0
1683,3,1,0,18,1,1,0,0,1,0,0,1,0,0,0,0,1
4772,1,3,1,2,6,0,1,0,0,1,0,1,0,0,0,1,0
1912,0,1,0,2,5,1,0,0,0,1,0,0,0,1,0,0,1
60387,1,4,1,21,6,0,0,1,1,0,0,0,0,1,0,1,0
358,5,2,1,19,1,0,1,0,0,0,1,0,1,0,0,1,0
2568,3,2,1,20,4,1,0,0,0,1,0,1,0,0,0,1,0
5446,6,1,1,11,6,1,0,0,1,0,0,0,0,0,1,1,0
12116,5,3,1,17,5,0,1,0,0,1,0,0,1,0,0,1,0
191680,5,0,1,22,0,1,0,0,1,0,0,0,0,1,0,1,0
1561,6,3,1,19,4,0,0,1,0,1,0,0,0,0,1,1,0
13875,5,3,1,9,4,0,0,1,0,0,1,0,0,1,0,1,0
19763,3,4,1,7,5,0,0,1,0,1,0,0,1,0,0,1,0
5547,3,3,1,8,0,1,0,0,0,1,0,0,0,0,1,1,0
13013,5,3,1,7,5,0,1,0,1,0,0,0,0,0,1,1,0
3005,3,3,1,18,2,0,1,0,0,1,0,0,0,0,1,1,0
12066,4,2,1,6,4,0,0,1,0,0,1,0,0,0,1,1,0
4870,6,2,1,1,5,1,0,0,1,0,0,1,0,0,0,1,0
7531,0,1,1,14,2,0,0,1,0,0,1,1,0,0,0,1,0
816,1,2,1,13,6,0,1,0,0,1,0,0,1,0,0,1,0
1785,6,4,1,16,3,0,1,0,1,0,0,0,0,0,1,1,0
155838,6,1,1,3,2,0,1,0,1,0,0,0,0,0,1,1,0
6852,0,4,1,16,4,1,0,0,0,0,1,0,0,0,1,1,0
196347,3,4,1,17,2,1,0,0,0,0,1,1,0,0,0,1,0
18566,3,4,1,14,1,0,1,0,0,1,0,0,0,0,1,1,0
18445,2,1,1,0,4,0,1,0,1,0,0,0,1,0,0,1,0
1890,0,4,1,22,2,0,0,1,1,0,0,0,0,1,0,1,0
88356,4,0,1,22,0,0,0,1,1,0,0,0,0,1,0,1,0
4670,2,2,1,19,2,0,1,0,0,0,1,0,0,1,0,1,0
11440,6,0,1,17,5,0,1,0,0,1,0,0,1,0,0,1,0
4883,4,4,1,6,5,0,0,1,1,0,0,1,0,0,0,1,0
5213,0,2,1,18,4,0,0,1,1,0,0,0,1,0,0,1,0
139494,5,1,1,4,1,0,1,0,0,0,1,0,1,0,0,1,0
185734,2,3,1,18,6,0,1,0,0,1,0,0,1,0,0,1,0
17638,1,3,1,23,1,0,1,0,1,0,0,0,0,1,0,1,0
881,4,4,1,14,5,0,1,0,1,0,0,0,0,1,0,1,0
7082,2,3,1,9,4,0,1,0,0,1,0,0,0,0,1,1,0
2889,0,2,1,8,6,0,1,0,0,1,0,0,0,0,1,1,0
526,5,3,1,5,3,0,1,0,0,1,0,0,1,0,0,1,0
7780,6,1,1,2,3,0,1,0,1,0,0,1,0,0,0,1,0
17010,6,3,1,20,4,0,0,1,1,0,0,0,1,0,0,1,0
52582,1,3,1,6,4,0,1,0,0,1,0,0,0,0,1,1,0
8282,5,2,1,14,6,1,0,0,1,0,0,1,0,0,0,1,0
71837,6,4,1,7,3,1,0,0,0,1,0,0,1,0,0,1,0
801,0,0,0,22,3,0,1,0,0,1,0,0,0,0,1,0,1
2954,2,3,1,21,1,0,1,0,1,0,0,0,1,0,0,1,0
14608,1,1,0,8,6,1,0,0,1,0,0,0,1,0,0,0,1
5946,4,2,1,5,0,1,0,0,0,1,0,0,0,0,1,1,0
93786,4,4,1,7,2,1,0,0,1,0,0,1,0,0,0,1,0
139935,3,2,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0
182064,6,2,1,9,6,0,1,0,1,0,0,1,0,0,0,1,0
7153,4,0,1,19,1,0,1,0,0,0,1,0,1,0,0,1,0
67154,5,0,1,6,5,1,0,0,0,1,0,0,0,1,0,1,0
11773,1,0,0,4,6,0,1,0,1,0,0,0,0,0,1,0,1
10957,6,1,1,23,2,0,1,0,1,0,0,0,0,0,1,1,0
12490,1,0,0,5,1,0,0,1,1,0,0,0,0,0,1,0,1
215,3,3,1,2,6,0,0,1,0,1,0,0,0,1,0,1,0
60052,0,2,1,16,4,0,0,1,0,1,0,0,1,0,0,1,0
189984,6,0,1,2,1,1,0,0,1,0,0,0,0,1,0,1,0
101404,5,2,1,21,1,1,0,0,0,1,0,0,1,0,0,1,0
54066,2,3,1,21,4,0,0,1,0,0,1,0,0,0,1,1,0
1254,6,1,1,17,6,1,0,0,0,1,0,0,0,1,0,1,0
8862,0,0,0,13,5,0,1,0,1,0,0,0,1,0,0,0,1
13171,6,0,1,13,2,0,0,1,1,0,0,1,0,0,0,1,0
1536,0,1,1,15,1,0,0,1,1,0,0,0,1,0,0,1,0
2111,3,0,0,22,3,0,0,1,0,0,1,1,0,0,0,0,1
8696,6,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
9800,3,0,0,4,1,0,0,1,0,1,0,0,1,0,0,0,1
493,1,1,0,16,2,1,0,0,1,0,0,0,0,0,1,0,1
4547,0,4,1,19,0,0,1,0,1,0,0,0,0,1,0,1,0
14888,3,2,1,2,0,0,0,1,1,0,0,1,0,0,0,1,0
9869,5,2,1,8,4,1,0,0,0,1,0,0,0,0,1,1,0
1915,2,1,1,15,2,0,0,1,1,0,0,1,0,0,0,1,0
11579,1,1,0,5,6,1,0,0,0,1,0,0,0,1,0,0,1
1073,6,4,1,17,2,0,1,0,0,0,1,0,0,1,0,1,0
85899,6,3,1,6,6,0,0,1,1,0,0,0,0,0,1,1,0
259,1,0,0,13,2,0,0,1,0,1,0,1,0,0,0,0,1
138688,2,1,1,17,6,0,0,1,0,0,1,0,0,0,1,1,0
6958,4,0,1,13,5,0,0,1,0,1,0,0,1,0,0,1,0
114736,5,4,1,19,3,0,0,1,1,0,0,0,0,1,0,1,0
1629,3,3,1,2,2,0,1,0,1,0,0,0,0,1,0,1,0
7055,2,0,0,23,4,0,0,1,1,0,0,0,0,0,1,0,1
8947,3,1,1,14,3,0,0,1,1,0,0,0,0,1,0,1,0
7001,0,0,0,13,2,0,0,1,1,0,0,0,1,0,0,0,1
149858,5,4,1,3,1,1,0,0,0,1,0,0,1,0,0,1,0
4773,5,3,1,19,5,1,0,0,0,1,0,1,0,0,0,1,0
14167,0,3,1,14,2,0,0,1,0,1,0,1,0,0,0,1,0
67233,4,0,1,13,1,1,0,0,1,0,0,0,0,1,0,1,0
2718,2,4,1,22,5,1,0,0,1,0,0,0,0,1,0,1,0
11137,4,4,1,5,0,0,1,0,0,0,1,0,0,1,0,1,0
92851,1,3,1,22,5,0,0,1,0,1,0,0,1,0,0,1,0
4331,2,2,1,2,5,0,1,0,0,0,1,1,0,0,0,1,0
7522,1,2,1,7,6,1,0,0,0,1,0,0,0,1,0,1,0
181285,0,3,1,21,6,0,1,0,0,0,1,0,0,1,0,1,0
1653,3,1,0,5,1,0,1,0,0,0,1,0,1,0,0,0,1
4454,4,1,1,2,5,0,0,1,0,1,0,1,0,0,0,1,0
104973,0,2,1,11,4,0,1,0,1,0,0,1,0,0,0,1,0
11783,2,3,1,16,5,0,0,1,0,0,1,0,1,0,0,1,0
185022,1,2,1,12,2,0,0,1,0,0,1,1,0,0,0,1,0
116674,3,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0
10901,0,0,0,7,4,0,1,0,1,0,0,0,0,1,0,0,1
15061,3,0,0,17,2,0,1,0,1,0,0,0,0,0,1,0,1
63868,4,1,1,1,3,1,0,0,0,1,0,0,0,0,1,1,0
1382,3,1,0,9,0,0,1,0,0,0,1,0,0,1,0,0,1
75711,3,1,1,23,0,1,0,0,0,1,0,0,0,0,1,1,0
154662,0,4,1,3,3,0,1,0,0,1,0,0,0,0,1,1,0
99032,5,2,1,14,2,1,0,0,1,0,0,0,1,0,0,1,0
8745,5,0,1,13,4,1,0,0,0,1,0,0,1,0,0,1,0
89672,1,1,1,10,1,0,1,0,1,0,0,0,1,0,0,1,0
11662,6,0,1,14,5,1,0,0,0,1,0,0,0,1,0,1,0
76661,3,1,1,19,2,0,1,0,1,0,0,0,0,0,1,1,0
12741,6,2,1,16,5,1,0,0,1,0,0,0,1,0,0,1,0
120848,1,2,1,1,2,0,1,0,1,0,0,1,0,0,0,1,0
1520,0,0,0,16,5,0,0,1,0,1,0,0,0,0,1,0,1
128608,4,1,1,17,0,0,0,1,1,0,0,1,0,0,0,1,0
4690,5,4,1,8,3,0,0,1,0,1,0,0,1,0,0,1,0
13844,5,3,1,0,6,1,0,0,0,1,0,1,0,0,0,1,0
14195,1,4,1,10,1,0,0,1,0,1,0,0,0,1,0,1,0
19105,6,0,1,7,6,0,1,0,1,0,0,0,1,0,0,1,0
195089,0,3,1,2,3,0,0,1,0,0,1,0,0,0,1,1,0
471,6,2,1,14,1,0,1,0,0,0,1,1,0,0,0,1,0
2782,4,0,1,15,1,0,1,0,1,0,0,1,0,0,0,1,0
123273,1,4,1,8,4,1,0,0,0,1,0,0,1,0,0,1,0
2985,2,3,1,14,4,0,0,1,1,0,0,0,0,1,0,1,0
4141,5,3,1,23,3,1,0,0,0,1,0,0,0,1,0,1,0
18152,3,0,0,16,1,0,1,0,0,0,1,0,1,0,0,0,1
7908,1,3,1,9,2,1,0,0,0,1,0,0,0,1,0,1,0
123602,5,3,1,21,3,0,1,0,1,0,0,1,0,0,0,1,0
187316,1,1,1,15,6,1,0,0,0,1,0,1,0,0,0,1,0
70808,2,3,1,19,4,1,0,0,1,0,0,1,0,0,0,1,0
169408,0,2,1,6,6,0,1,0,0,1,0,1,0,0,0,1,0
18315,3,1,0,13,4,0,0,1,1,0,0,0,0,0,1,0,1
73338,5,0,1,19,4,0,0,1,1,0,0,0,1,0,0,1,0
4945,3,4,1,4,5,0,1,0,0,1,0,0,0,0,1,1,0
11220,0,1,0,6,5,1,0,0,0,1,0,0,0,0,1,0,1
12,2,0,0,1,6,1,0,0,0,0,1,0,0,0,1,0,1
65039,6,3,1,17,4,0,1,0,0,1,0,0,1,0,0,1,0
1996,6,4,1,21,5,1,0,0,0,1,0,0,0,0,1,1,0
15666,0,3,1,21,2,0,0,1,0,0,1,1,0,0,0,1,0
12678,3,0,0,17,2,1,0,0,0,0,1,0,0,0,1,0,1
121918,3,2,1,8,3,1,0,0,0,1,0,0,0,1,0,1,0
12738,2,1,0,14,6,0,0,1,1,0,0,0,1,0,0,0,1
2242,4,4,1,7,1,1,0,0,0,0,1,0,0,1,0,1,0
158648,5,0,1,0,3,0,0,1,0,1,0,1,0,0,0,1,0
305,4,2,1,19,3,1,0,0,0,0,1,0,0,1,0,1,0
98461,5,4,1,16,4,0,0,1,0,1,0,1,0,0,0,1,0
110914,0,4,1,15,2,0,0,1,0,0,1,0,0,1,0,1,0
166166,6,2,1,16,0,0,0,1,0,0,1,0,0,0,1,1,0
4942,4,4,1,19,3,1,0,0,0,1,0,0,0,1,0,1,0
131293,6,0,1,1,3,1,0,0,0,0,1,0,1,0,0,1,0
182924,3,3,1,5,3,0,1,0,1,0,0,0,0,0,1,1,0
15262,1,4,1,17,4,0,0,1,0,1,0,1,0,0,0,1,0
3869,1,1,0,18,0,1,0,0,1,0,0,0,0,0,1,0,1
156526,1,4,1,3,1,0,1,0,0,1,0,0,0,0,1,1,0
75043,2,2,1,14,3,0,1,0,0,1,0,1,0,0,0,1,0
10750,0,1,0,23,4,1,0,0,0,1,0,0,0,0,1,0,1
5398,0,1,0,23,1,0,1,0,0,0,1,0,1,0,0,0,1
135562,1,2,1,5,3,1,0,0,0,0,1,0,0,0,1,1,0
144678,2,1,1,18,3,1,0,0,1,0,0,0,0,1,0,1,0
3033,0,1,0,20,3,0,0,1,0,1,0,0,0,1,0,0,1
7852,2,3,1,13,2,0,0,1,1,0,0,1,0,0,0,1,0
1226,6,4,1,20,6,0,0,1,0,1,0,0,1,0,0,1,0
17285,1,1,0,20,5,0,0,1,0,0,1,1,0,0,0,0,1
11673,2,0,1,12,3,1,0,0,0,1,0,0,0,0,1,1,0
4243,3,1,0,23,2,0,0,1,0,0,1,0,0,1,0,0,1
172100,1,1,1,15,4,0,1,0,0,1,0,1,0,0,0,1,0
142217,5,1,1,3,4,1,0,0,0,0,1,0,0,0,1,1,0
4360,4,3,1,4,1,0,1,0,0,0,1,0,0,0,1,1,0
99193,0,0,1,12,5,1,0,0,0,1,0,1,0,0,0,1,0
8099,3,4,1,11,3,1,0,0,1,0,0,0,1,0,0,1,0
335,1,4,1,14,6,1,0,0,0,0,1,0,0,0,1,1,0
148745,5,2,1,1,4,1,0,0,0,0,1,1,0,0,0,1,0
12784,4,4,1,20,5,0,0,1,0,1,0,0,1,0,0,1,0
60417,0,2,1,2,0,0,0,1,1,0,0,0,1,0,0,1,0
411,4,3,1,22,3,1,0,0,0,0,1,0,1,0,0,1,0
11598,3,4,1,23,1,0,0,1,0,1,0,0,0,1,0,1,0
387,4,0,1,19,0,0,0,1,0,1,0,0,1,0,0,1,0
3220,5,3,1,7,4,0,0,1,0,0,1,0,0,0,1,1,0
13975,0,2,1,21,5,1,0,0,1,0,0,1,0,0,0,1,0
2641,6,3,1,6,4,0,0,1,1,0,0,1,0,0,0,1,0
14284,4,4,1,0,6,0,1,0,0,0,1,1,0,0,0,1,0
7514,4,1,1,22,0,0,1,0,0,0,1,0,0,0,1,1,0
13225,0,2,1,12,1,0,1,0,0,0,1,0,1,0,0,1,0
582,1,4,1,23,0,0,0,1,0,0,1,0,0,0,1,1,0
11921,0,1,1,18,5,1,0,0,0,1,0,0,0,1,0,1,0
17742,2,1,1,16,5,0,1,0,1,0,0,1,0,0,0,1,0
136376,5,0,1,17,6,0,0,1,1,0,0,0,0,0,1,1,0
14573,6,1,1,3,5,1,0,0,1,0,0,0,0,1,0,1,0
14974,1,1,0,8,1,0,0,1,0,0,1,0,0,1,0,0,1
48,2,0,1,19,4,0,1,0,1,0,0,0,1,0,0,1,0
13404,1,0,0,18,2,1,0,0,0,0,1,0,0,0,1,0,1
190548,0,3,1,23,6,1,0,0,0,1,0,1,0,0,0,1,0
2567,2,3,1,18,6,1,0,0,0,0,1,1,0,0,0,1,0
1001,6,1,1,17,4,0,0,1,0,0,1,1,0,0,0,1,0
3534,1,2,1,1,4,0,1,0,1,0,0,0,0,0,1,1,0
12522,1,2,1,12,4,1,0,0,1,0,0,0,0,0,1,1,0
77588,5,3,1,4,3,0,1,0,1,0,0,0,0,1,0,1,0
1607,3,2,1,21,0,0,1,0,1,0,0,0,0,0,1,1,0
155337,0,4,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0
1950,3,3,1,4,2,0,0,1,0,0,1,0,1,0,0,1,0
1507,4,3,1,14,5,1,0,0,0,0,1,0,0,1,0,1,0
3038,0,2,1,20,0,0,0,1,0,0,1,0,0,0,1,1,0
4631,4,0,1,8,4,1,0,0,1,0,0,0,0,1,0,1,0
18285,4,4,1,5,6,0,0,1,0,1,0,1,0,0,0,1,0
2017,2,3,1,15,4,0,1,0,1,0,0,0,0,0,1,1,0
2967,6,0,1,13,6,1,0,0,0,0,1,1,0,0,0,1,0
3894,3,0,0,12,3,0,1,0,1,0,0,0,0,1,0,0,1
51,1,4,1,5,4,1,0,0,1,0,0,1,0,0,0,1,0
156013,3,0,1,16,0,1,0,0,1,0,0,0,0,1,0,1,0
63192,1,2,1,17,1,0,1,0,1,0,0,0,0,0,1,1,0
15057,6,1,1,9,3,0,0,1,1,0,0,0,0,0,1,1,0
2280,1,2,1,4,2,0,0,1,1,0,0,1,0,0,0,1,0
192667,4,2,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0
106085,4,1,1,2,1,0,0,1,1,0,0,0,0,1,0,1,0
137825,3,2,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0
1838,2,4,1,23,6,0,1,0,0,1,0,1,0,0,0,1,0
182306,5,3,1,18,1,0,1,0,0,1,0,0,0,1,0,1,0
13196,4,3,1,15,4,0,1,0,0,1,0,0,0,0,1,1,0
17755,2,3,1,14,5,0,1,0,0,1,0,0,0,0,1,1,0
128524,0,2,1,0,4,0,0,1,0,0,1,0,0,0,1,1,0
167072,4,3,1,20,1,0,1,0,0,1,0,0,1,0,0,1,0
186639,5,0,1,5,5,0,1,0,0,1,0,0,1,0,0,1,0
13458,6,2,1,12,6,0,0,1,0,0,1,0,0,0,1,1,0
3916,6,4,1,10,6,0,0,1,0,0,1,0,0,1,0,1,0
4868,2,0,1,21,2,0,0,1,0,1,0,0,1,0,0,1,0
97714,1,0,1,5,1,1,0,0,1,0,0,0,0,0,1,1,0
154259,6,0,1,5,3,1,0,0,1,0,0,0,1,0,0,1,0
11265,3,3,1,20,1,1,0,0,0,1,0,0,0,1,0,1,0
147172,1,0,1,17,4,0,0,1,0,0,1,0,0,0,1,1,0
2992,4,3,1,13,6,0,0,1,1,0,0,0,0,0,1,1,0
70338,0,0,1,2,1,0,0,1,1,0,0,0,0,0,1,1,0
17729,6,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0
9250,3,2,1,9,1,0,1,0,1,0,0,0,1,0,0,1,0
4458,3,1,0,17,5,0,0,1,0,0,1,0,1,0,0,0,1
3583,4,1,1,9,0,0,1,0,0,1,0,0,1,0,0,1,0
11800,0,1,0,1,2,1,0,0,1,0,0,0,0,1,0,0,1
6889,4,0,1,2,5,0,0,1,1,0,0,0,0,1,0,1,0
73270,1,4,1,7,6,0,0,1,0,0,1,0,0,0,1,1,0
1360,4,1,1,2,6,0,0,1,0,0,1,0,1,0,0,1,0
11256,2,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1
17133,2,4,1,1,4,1,0,0,0,1,0,1,0,0,0,1,0
10277,0,0,0,4,3,0,1,0,0,0,1,0,0,1,0,0,1
139561,4,2,1,5,1,0,1,0,1,0,0,1,0,0,0,1,0
12614,5,1,1,0,2,0,1,0,0,1,0,0,0,1,0,1,0
1873,6,4,1,7,4,1,0,0,1,0,0,0,1,0,0,1,0
124546,4,3,1,19,4,0,1,0,0,0,1,1,0,0,0,1,0
4139,0,2,1,7,4,0,0,1,1,0,0,0,0,0,1,1,0
120439,2,4,1,17,3,0,1,0,0,1,0,0,1,0,0,1,0
4346,1,2,1,22,2,0,0,1,0,0,1,0,0,1,0,1,0
2821,6,1,1,17,6,0,0,1,0,0,1,0,1,0,0,1,0
4709,0,2,1,20,3,1,0,0,0,0,1,0,0,0,1,1,0
16598,2,0,1,18,0,0,0,1,0,0,1,0,0,0,1,1,0
14209,4,4,1,19,1,0,0,1,0,0,1,1,0,0,0,1,0
3519,3,1,0,23,6,0,1,0,0,0,1,0,0,1,0,0,1
2413,3,4,1,8,0,0,1,0,1,0,0,0,1,0,0,1,0
1987,3,0,1,5,3,1,0,0,0,1,0,0,1,0,0,1,0
56846,4,2,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0
54341,5,3,1,17,0,1,0,0,0,0,1,0,1,0,0,1,0
13165,1,2,1,2,4,0,0,1,0,0,1,0,0,1,0,1,0
1397,6,2,1,6,5,0,1,0,1,0,0,0,1,0,0,1,0
4877,1,4,1,15,5,0,1,0,0,1,0,0,1,0,0,1,0
136814,4,2,1,17,2,1,0,0,0,1,0,1,0,0,0,1,0
84587,0,3,1,4,2,0,0,1,0,1,0,0,0,0,1,1,0
4654,4,0,1,21,1,0,1,0,0,0,1,0,0,1,0,1,0
9021,6,0,1,11,4,0,0,1,0,1,0,0,1,0,0,1,0
83698,6,4,1,14,4,0,0,1,0,0,1,0,1,0,0,1,0
293,0,2,1,5,3,1,0,0,0,1,0,0,0,1,0,1,0
103794,1,0,1,0,6,0,0,1,0,0,1,0,0,0,1,1,0
1191,2,0,0,22,0,0,0,1,0,0,1,0,1,0,0,0,1
92817,1,3,1,8,6,1,0,0,0,0,1,0,0,1,0,1,0
16296,6,3,1,19,3,0,0,1,1,0,0,1,0,0,0,1,0
4914,1,4,1,12,3,0,1,0,1,0,0,0,1,0,0,1,0
343,2,1,1,11,4,0,0,1,0,1,0,0,1,0,0,1,0
175964,5,4,1,6,1,0,0,1,0,1,0,0,0,0,1,1,0
2626,5,3,1,5,3,1,0,0,1,0,0,0,0,1,0,1,0
11984,0,3,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
12458,5,3,1,6,3,0,1,0,0,1,0,1,0,0,0,1,0
937,3,2,1,4,6,0,1,0,1,0,0,0,1,0,0,1,0
1707,0,1,0,23,4,0,1,0,1,0,0,0,0,1,0,0,1
12555,0,4,1,1,3,0,1,0,1,0,0,0,0,1,0,1,0
12761,3,2,1,6,4,0,0,1,1,0,0,0,0,0,1,1,0
183775,5,4,1,1,4,0,1,0,1,0,0,0,1,0,0,1,0
19930,5,0,1,8,0,1,0,0,1,0,0,1,0,0,0,1,0
9856,0,2,1,2,5,0,1,0,1,0,0,1,0,0,0,1,0
148565,2,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0
7176,6,4,1,11,5,0,1,0,0,1,0,0,0,0,1,1,0
3834,2,1,0,10,2,0,1,0,0,1,0,0,1,0,0,0,1
151760,5,0,1,12,0,0,1,0,0,0,1,0,1,0,0,1,0
83297,2,1,1,23,0,0,1,0,0,0,1,0,0,1,0,1,0
12396,4,3,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
10421,5,4,1,7,0,0,0,1,1,0,0,0,1,0,0,1,0
184438,6,1,1,20,5,0,1,0,0,0,1,0,1,0,0,1,0
4685,0,1,1,4,2,0,0,1,0,0,1,1,0,0,0,1,0
7810,4,2,1,13,1,0,1,0,0,0,1,0,1,0,0,1,0
60868,3,1,1,1,3,1,0,0,1,0,0,0,0,1,0,1,0
15572,0,4,1,3,6,0,0,1,0,0,1,0,0,0,1,1,0
11560,3,1,1,18,4,0,1,0,1,0,0,0,1,0,0,1,0
17395,3,4,1,2,5,0,1,0,0,0,1,1,0,0,0,1,0
5007,5,3,1,22,5,1,0,0,0,0,1,0,1,0,0,1,0
17525,2,4,1,23,4,1,0,0,1,0,0,1,0,0,0,1,0
12868,5,3,1,20,2,1,0,0,1,0,0,0,1,0,0,1,0
3039,5,4,1,4,3,0,1,0,0,1,0,0,0,0,1,1,0
14709,5,4,1,13,2,0,1,0,0,1,0,0,1,0,0,1,0
19816,6,3,1,21,0,0,1,0,1,0,0,0,0,0,1,1,0
3885,0,4,1,22,2,0,0,1,1,0,0,0,1,0,0,1,0
2631,2,3,1,8,2,1,0,0,1,0,0,0,0,0,1,1,0
141281,3,3,1,16,0,0,0,1,0,0,1,0,1,0,0,1,0
2728,4,0,1,0,3,0,1,0,0,1,0,0,1,0,0,1,0
784,4,0,1,16,4,0,0,1,0,1,0,0,1,0,0,1,0
9625,5,4,1,12,6,0,0,1,1,0,0,0,0,0,1,1,0
15788,0,0,0,17,3,0,1,0,1,0,0,0,0,1,0,0,1
185894,2,4,1,16,5,1,0,0,1,0,0,1,0,0,0,1,0
16576,0,3,1,12,6,0,0,1,0,1,0,0,1,0,0,1,0
107598,6,3,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0
4069,5,2,1,20,1,0,1,0,0,1,0,0,0,0,1,1,0
16475,2,1,0,14,5,0,0,1,0,0,1,0,0,0,1,0,1
103703,3,3,1,14,3,1,0,0,1,0,0,0,0,1,0,1,0
136704,0,2,1,5,2,1,0,0,1,0,0,1,0,0,0,1,0
1230,6,3,1,4,0,0,0,1,0,1,0,0,1,0,0,1,0
2782,1,1,0,11,3,1,0,0,1,0,0,0,0,1,0,0,1
12124,0,0,0,2,1,0,1,0,0,0,1,0,0,1,0,0,1
2004,6,0,1,8,0,0,0,1,1,0,0,0,1,0,0,1,0
4133,6,3,1,4,0,0,1,0,0,1,0,0,0,1,0,1,0
197509,2,3,1,18,4,0,0,1,1,0,0,0,0,1,0,1,0
76441,3,1,1,3,4,1,0,0,1,0,0,0,0,0,1,1,0
83037,3,0,1,22,0,1,0,0,0,0,1,0,0,0,1,1,0
176938,5,0,1,14,4,0,0,1,0,0,1,0,0,1,0,1,0
123292,6,0,1,13,4,0,1,0,0,0,1,0,0,1,0,1,0
77748,4,2,1,1,3,1,0,0,0,0,1,1,0,0,0,1,0
1951,3,4,1,17,2,0,1,0,0,1,0,0,1,0,0,1,0
1648,6,4,1,14,2,0,1,0,0,0,1,1,0,0,0,1,0
5972,1,0,1,4,5,1,0,0,0,1,0,0,0,1,0,1,0
80067,5,3,1,21,5,1,0,0,0,0,1,0,0,1,0,1,0
4219,6,1,1,21,3,1,0,0,0,0,1,1,0,0,0,1,0
15311,4,3,1,10,0,1,0,0,1,0,0,0,0,0,1,1,0
188748,0,0,1,19,0,1,0,0,0,0,1,0,0,1,0,1,0
3977,3,1,0,2,2,0,0,1,0,0,1,1,0,0,0,0,1
18987,2,1,1,3,1,0,0,1,1,0,0,0,1,0,0,1,0
14646,4,1,1,9,1,0,1,0,0,1,0,0,1,0,0,1,0
10816,5,2,1,17,5,0,0,1,0,0,1,0,0,0,1,1,0
1914,1,3,1,7,0,0,1,0,0,1,0,0,0,1,0,1,0
3429,3,4,1,19,1,1,0,0,1,0,0,0,1,0,0,1,0
3005,5,1,1,23,0,0,1,0,1,0,0,0,0,0,1,1,0
146570,0,1,1,10,4,0,1,0,1,0,0,1,0,0,0,1,0
19657,3,4,1,12,6,0,0,1,1,0,0,0,0,0,1,1,0
1583,0,4,1,8,5,0,0,1,1,0,0,0,0,0,1,1,0
17474,3,1,0,9,3,0,1,0,1,0,0,1,0,0,0,0,1
